"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка безопасности: Неавторизованный пользователь не может открыть страницу /contacts.","404","test_logout_security_redirect","tests","2026-09-21","passed","2026-09-21","TestLogout","test_logout","",""
"Негативные тесты: Авторизация с неверными данными","1571","test_login_negative[invalid_email-Невалидный формат email]","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"Негативные тесты: Регистрация с неверными данными или существующим email","2034","test_registration_negative[invalid_password-Wrong email or password format-Невалидный формат пароля]","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"","1760","test_add_contact_success_all_fields","tests","2026-09-21","passed","2026-09-21","","test_add_contact","",""
"","1186","test_add_contact_negative[Ivan-Ivanov-abcdefghij-test@mail.com-Tel Aviv-desc-Phone not valid: Phone number must contain only digits! And length min 10, max 15!]","tests","2026-09-21","passed","2026-09-21","","test_add_contact","",""
"Позитивный тест: Успешная авторизация с валидными данными","1570","test_login_success","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"Позитивный тест: Успешная регистрация нового пользователя","1743","test_registration_success","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"Тест удаления конкретного контакта (Delete)","455","test_api_delete_contact","api_tests","2026-09-21","passed","2026-09-21","","test_api_delete","",""
"Тест получения списка контактов (Read)","257","test_api_get_all_contacts","api_tests","2026-09-21","passed","2026-09-21","","test_api_contacts","",""
"","439","test_pw_login_success[chromium]","tests","2026-09-21","passed","2026-09-21","","test_playwright_login","",""
"","5730","test_add_contact_negative[-Ivanov-0501234567-test@mail.com-Tel Aviv-desc-Name cannot be empty!]","tests","2026-09-21","skipped","2026-09-21","","test_add_contact","",""
"Проверка: Авторизованный пользователь может успешно выйти из системы.","144","test_logout_success","tests","2026-09-21","passed","2026-09-21","TestLogout","test_logout","",""
"Тест массового удаления контактов (Пылесос)","0","test_api_clear_all_contacts","api_tests","2026-09-21","skipped","2026-09-21","","test_api_delete","",""
"","6171","test_add_contact_negative[Ivan-Ivanov-0501234567-test@mail.com--desc-Address cannot be empty!]","tests","2026-09-21","skipped","2026-09-21","","test_add_contact","",""
"","2840","test_edit_contact_clear_required_fields[address]","tests","2026-09-21","skipped","2026-09-21","","test_edit_contact","",""
"","6332","test_add_contact_negative[Ivan--0501234567-test@mail.com-Tel Aviv-desc-Last Name cannot be empty!]","tests","2026-09-21","skipped","2026-09-21","","test_add_contact","",""
"Негативные тесты: Регистрация с неверными данными или существующим email","1944","test_registration_negative[existing_user-User already exist-Регистрация уже существующего пользователя]","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"","2163","test_add_contact_negative[Ivan-Ivanov-050123-test@mail.com-Tel Aviv-desc-Phone not valid: Phone number must contain only digits! And length min 10, max 15!]","tests","2026-09-21","passed","2026-09-21","","test_add_contact","",""
"","2307","test_edit_contact_clear_required_fields[phone]","tests","2026-09-21","skipped","2026-09-21","","test_edit_contact","",""
"Скрипт-утилита: Полное очищение списка контактов через UI","0","test_delete_all_contacts","tests","2026-09-21","skipped","2026-09-21","","test_delete_contact","",""
"Негативные тесты: Авторизация с неверными данными","2006","test_login_negative[unregistered-Несуществующий пользователь]","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"","1840","test_contact_is_visible_in_list","tests","2026-09-21","passed","2026-09-21","","test_contacts_page","",""
"Проверка последовательного удаления нескольких конкретных контактов","3012","test_delete_multiple_contacts","tests","2026-09-21","failed","2026-09-21","","test_delete_contact","",""
"Негативный тест: Попытка создать дубликат контакта","264","test_api_add_contact_duplicate","api_tests","2026-09-21","skipped","2026-09-21","","test_api_add_contact","",""
"","1759","test_add_contact_negative[Ivan-Ivanov-0501234567-not-an-email-Tel Aviv-desc-Email not valid: must be a well-formed email address]","tests","2026-09-21","passed","2026-09-21","","test_add_contact","",""
"Негативный тест: Создание контакта без обязательного поля (name)","116","test_api_add_contact_missing_required_field","api_tests","2026-09-21","passed","2026-09-21","","test_api_add_contact","",""
