"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5570","test_add_contact_negative[-Ivanov-0501234567-test@mail.com-Tel Aviv-desc-Name cannot be empty!]","tests","2026-09-03","skipped","2026-09-03","","test_add_contact","",""
"","2326","test_delete_contact","tests","2026-09-03","passed","2026-09-03","","test_delete_contact","",""
"Тест удаления конкретного контакта (Delete)","311","test_api_delete_contact","api_tests","2026-09-03","passed","2026-09-03","","test_api_delete","",""
"","1071","test_add_contact_negative[Ivan-Ivanov-abcdefghij-test@mail.com-Tel Aviv-desc-Phone not valid: Phone number must contain only digits! And length min 10, max 15!]","tests","2026-09-03","passed","2026-09-03","","test_add_contact","",""
"Проверка последовательного удаления нескольких конкретных контактов","3496","test_delete_multiple_contacts","tests","2026-09-03","passed","2026-09-03","","test_delete_contact","",""
"Тест массового удаления контактов (Пылесос)","0","test_api_clear_all_contacts","api_tests","2026-09-03","skipped","2026-09-03","","test_api_delete","",""
"","5568","test_add_contact_negative[Ivan--0501234567-test@mail.com-Tel Aviv-desc-Last Name cannot be empty!]","tests","2026-09-03","skipped","2026-09-03","","test_add_contact","",""
"Негативный тест: Авторизация несуществующего пользователя","1010","test_login_unregistered_user","tests","2026-09-03","passed","2026-09-03","","test_login","",""
"Негативный тест: Авторизация с неверным форматом email","989","test_login_with_wrong_email","tests","2026-09-03","passed","2026-09-03","","test_login","",""
"","1065","test_add_contact_negative[Ivan-Ivanov-050123-test@mail.com-Tel Aviv-desc-Phone not valid: Phone number must contain only digits! And length min 10, max 15!]","tests","2026-09-03","passed","2026-09-03","","test_add_contact","",""
"","2565","test_edit_contact_positive","tests","2026-09-03","passed","2026-09-03","","test_edit_contact","",""
"","81","test_api_add_contact","api_tests","2026-09-03","passed","2026-09-03","","test_api_add_contact","",""
"Негативный тест: Регистрация с невалидным email + ВАЛИДНЫМ паролем","978","test_registration_invalid_email_format","tests","2026-09-03","passed","2026-09-03","","test_login","",""
"Негативный тест: Попытка создать дубликат контакта","161","test_api_add_contact_duplicate","api_tests","2026-09-03","skipped","2026-09-03","","test_api_add_contact","",""
"","1409","test_edit_contact_clear_required_fields[address]","tests","2026-09-03","skipped","2026-09-03","","test_edit_contact","",""
"Проверка безопасности: Неавторизованный пользователь не может открыть страницу /contacts.","227","test_logout_security_redirect","tests","2026-09-03","passed","2026-09-03","TestLogout","test_logout","",""
"Негативный тест: Авторизация с неверным форматом пароля","997","test_login_with_wrong_password","tests","2026-09-03","passed","2026-09-03","","test_login","",""
"Тест успешной авторизации через API и получения токена","148","test_api_login_success","api_tests","2026-09-03","passed","2026-09-03","","test_api_login","",""
"","1407","test_edit_contact_clear_required_fields[phone]","tests","2026-09-03","skipped","2026-09-03","","test_edit_contact","",""
"Позитивный тест: Успешная регистрация нового пользователя","1009","test_registration_success","tests","2026-09-03","passed","2026-09-03","","test_login","",""
"","1159","test_contact_is_visible_in_list","tests","2026-09-03","passed","2026-09-03","","test_contacts_page","",""
"Тест обновления существующего контакта (Update)","340","test_api_update_contact","api_tests","2026-09-03","passed","2026-09-03","","test_api_contacts","",""
"","1155","test_add_contact_success_all_fields","tests","2026-09-03","passed","2026-09-03","","test_add_contact","",""
"","1255","test_open_contact_details","tests","2026-09-03","passed","2026-09-03","","test_contacts_page","",""
"Тест получения списка контактов (Read)","158","test_api_get_all_contacts","api_tests","2026-09-03","passed","2026-09-03","","test_api_contacts","",""
"Скрипт-утилита: Полное очищение списка контактов","0","test_delete_all_contacts","tests","2026-09-03","skipped","2026-09-03","","test_delete_contact","",""
"","3085","test_edit_contact_duplicate_phone","tests","2026-09-03","skipped","2026-09-03","","test_edit_contact","",""
"","5569","test_add_contact_negative[Ivan-Ivanov-0501234567-test@mail.com--desc-Address cannot be empty!]","tests","2026-09-03","skipped","2026-09-03","","test_add_contact","",""
