"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка: Авторизованный пользователь может успешно выйти из системы.","427","test_logout_success","tests","2026-09-21","passed","2026-09-21","TestLogout","test_logout","",""
"","1450","test_add_contact_negative[Ivan-Ivanov-0501234567-not-an-email-Tel Aviv-desc-Email not valid: must be a well-formed email address]","tests","2026-09-21","passed","2026-09-21","","test_add_contact","",""
"","1197","test_open_contact_details","tests","2026-09-21","passed","2026-09-21","","test_contacts_page","",""
"","1014","test_add_contact_negative[Ivan-Ivanov-050123-test@mail.com-Tel Aviv-desc-Phone not valid: Phone number must contain only digits! And length min 10, max 15!]","tests","2026-09-21","passed","2026-09-21","","test_add_contact","",""
"","5995","test_add_contact_negative[Ivan-Ivanov-0501234567--Tel Aviv-desc-Email not valid: must be a well-formed email address]","tests","2026-09-21","skipped","2026-09-21","","test_add_contact","",""
"","2620","test_edit_contact_positive","tests","2026-09-21","passed","2026-09-21","","test_edit_contact","",""
"","309","test_api_add_contact","api_tests","2026-09-21","passed","2026-09-21","","test_api_add_contact","",""
"","5632","test_add_contact_negative[Ivan-Ivanov-0501234567-test@mail.com--desc-Address cannot be empty!]","tests","2026-09-21","skipped","2026-09-21","","test_add_contact","",""
"Тест обновления существующего контакта (Update)","1362","test_api_update_contact","api_tests","2026-09-21","passed","2026-09-21","","test_api_contacts","",""
"Тест удаления конкретного контакта (Delete)","1382","test_api_delete_contact","api_tests","2026-09-21","passed","2026-09-21","","test_api_delete","",""
"Негативные тесты: Авторизация с неверными данными","2034","test_login_negative[invalid_password-\u0412\u0430\u043b\u0438\u0434\u043d\u044b\u0439 email, \u043d\u043e \u043d\u0435\u0432\u0430\u043b\u0438\u0434\u043d\u044b\u0439 \u043f\u0430\u0440\u043e\u043b\u044c]","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"","2609","test_edit_contact_clear_required_fields[email]","tests","2026-09-21","skipped","2026-09-21","","test_edit_contact","",""
"","3262","test_edit_contact_duplicate_phone","tests","2026-09-21","skipped","2026-09-21","","test_edit_contact","",""
"","5945","test_add_contact_negative[Ivan--0501234567-test@mail.com-Tel Aviv-desc-Last Name cannot be empty!]","tests","2026-09-21","skipped","2026-09-21","","test_add_contact","",""
"Проверка безопасности: Неавторизованный пользователь не может открыть страницу /contacts.","337","test_logout_security_redirect","tests","2026-09-21","passed","2026-09-21","TestLogout","test_logout","",""
"","1466","test_add_contact_success_all_fields","tests","2026-09-21","passed","2026-09-21","","test_add_contact","",""
"","6309","test_add_contact_duplicate_phone","tests","2026-09-21","skipped","2026-09-21","","test_add_contact","",""
"","5459","test_add_contact_negative[-Ivanov-0501234567-test@mail.com-Tel Aviv-desc-Name cannot be empty!]","tests","2026-09-21","skipped","2026-09-21","","test_add_contact","",""
"","2452","test_duplicate_contact_cards_count","tests","2026-09-21","skipped","2026-09-21","","test_contacts_page","",""
"Негативные тесты: Авторизация с неверными данными","1209","test_login_negative[invalid_email-\u041d\u0435\u0432\u0430\u043b\u0438\u0434\u043d\u044b\u0439 \u0444\u043e\u0440\u043c\u0430\u0442 email]","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"","0","test_pw_login_success[chromium]","tests","2026-09-21","broken","2026-09-21","","test_playwright_login","",""
"Негативный тест: Попытка создать дубликат контакта","580","test_api_add_contact_duplicate","api_tests","2026-09-21","skipped","2026-09-21","","test_api_add_contact","",""
"Проверка последовательного удаления нескольких конкретных контактов","3427","test_delete_multiple_contacts","tests","2026-09-21","passed","2026-09-21","","test_delete_contact","",""
"Негативные тесты: Регистрация с неверными данными или существующим email","1943","test_registration_negative[invalid_password-Wrong email or password format-\u041d\u0435\u0432\u0430\u043b\u0438\u0434\u043d\u044b\u0439 \u0444\u043e\u0440\u043c\u0430\u0442 \u043f\u0430\u0440\u043e\u043b\u044f]","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"","923","test_add_contact_negative[Ivan-Ivanov-abcdefghij-test@mail.com-Tel Aviv-desc-Phone not valid: Phone number must contain only digits! And length min 10, max 15!]","tests","2026-09-21","passed","2026-09-21","","test_add_contact","",""
"Тест получения списка контактов (Read)","668","test_api_get_all_contacts","api_tests","2026-09-21","passed","2026-09-21","","test_api_contacts","",""
"","2573","test_edit_contact_clear_required_fields[phone]","tests","2026-09-21","skipped","2026-09-21","","test_edit_contact","",""
"Скрипт-утилита: Полное очищение списка контактов через UI","0","test_delete_all_contacts","tests","2026-09-21","skipped","2026-09-21","","test_delete_contact","",""
"","1104","test_add_contact_negative[Ivan-Ivanov--test@mail.com-Tel Aviv-desc-Phone not valid: Phone number must contain only digits! And length min 10, max 15!]","tests","2026-09-21","passed","2026-09-21","","test_add_contact","",""
