"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Скрипт-утилита: Полное очищение списка контактов","0","test_delete_all_contacts","tests","2026-09-06","skipped","2026-09-06","","test_delete_contact","",""
"","252","test_api_add_contact","api_tests","2026-09-06","passed","2026-09-06","","test_api_add_contact","",""
"","5136","test_edit_contact_positive","tests","2026-09-06","passed","2026-09-06","","test_edit_contact","",""
"","6146","test_add_contact_negative[Ivan-Ivanov-0501234567--Tel Aviv-desc-Email not valid: must be a well-formed email address]","tests","2026-09-06","skipped","2026-09-06","","test_add_contact","",""
"Негативный тест: Регистрация с невалидным email + ВАЛИДНЫМ паролем","1827","test_registration_invalid_email_format","tests","2026-09-06","passed","2026-09-06","","test_login","",""
"","6180","test_edit_contact_duplicate_phone","tests","2026-09-06","skipped","2026-09-06","","test_edit_contact","",""
"","1727","test_add_contact_success_all_fields","tests","2026-09-06","passed","2026-09-06","","test_add_contact","",""
"Негативный тест: Создание контакта без обязательного поля (name)","83","test_api_add_contact_missing_required_field","api_tests","2026-09-06","passed","2026-09-06","","test_api_add_contact","",""
"","3555","test_edit_contact_clear_required_fields[address]","tests","2026-09-06","skipped","2026-09-06","","test_edit_contact","",""
"Негативный тест: Авторизация несуществующего пользователя","1364","test_login_unregistered_user","tests","2026-09-06","passed","2026-09-06","","test_login","",""
"","2666","test_edit_contact_clear_required_fields[email]","tests","2026-09-06","skipped","2026-09-06","","test_edit_contact","",""
"","3788","test_delete_contact","tests","2026-09-06","passed","2026-09-06","","test_delete_contact","",""
"Тест успешной авторизации через API и получения токена","169","test_api_login_success","api_tests","2026-09-06","passed","2026-09-06","","test_api_login","",""
"Тест обновления существующего контакта (Update)","543","test_api_update_contact","api_tests","2026-09-06","passed","2026-09-06","","test_api_contacts","",""
"","3140","test_edit_contact_clear_required_fields[last_name]","tests","2026-09-06","skipped","2026-09-06","","test_edit_contact","",""
