"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2869","test_edit_contact_duplicate_phone","tests","2026-09-04","skipped","2026-09-04","","test_edit_contact","",""
"Негативный тест: Попытка создать дубликат контакта","151","test_api_add_contact_duplicate","api_tests","2026-09-04","skipped","2026-09-04","","test_api_add_contact","",""
"","1358","test_edit_contact_clear_required_fields[address]","tests","2026-09-04","skipped","2026-09-04","","test_edit_contact","",""
"","1211","test_add_contact_success_all_fields","tests","2026-09-04","passed","2026-09-04","","test_add_contact","",""
"Негативный тест: Регистрация с ВАЛИДНЫМ (уникальным) email + невалидным паролем","978","test_registration_invalid_password_format","tests","2026-09-04","passed","2026-09-04","","test_login","",""
"Негативный тест: Создание контакта без обязательного поля (name)","43","test_api_add_contact_missing_required_field","api_tests","2026-09-04","passed","2026-09-04","","test_api_add_contact","",""
"Позитивный тест: Успешная регистрация нового пользователя","971","test_registration_success","tests","2026-09-04","passed","2026-09-04","","test_login","",""
"Скрипт-утилита: Полное очищение списка контактов","0","test_delete_all_contacts","tests","2026-09-04","skipped","2026-09-04","","test_delete_contact","",""
"Тест удаления конкретного контакта (Delete)","293","test_api_delete_contact","api_tests","2026-09-04","passed","2026-09-04","","test_api_delete","",""
"","1021","test_add_contact_negative[Ivan-Ivanov-0501234567-not-an-email-Tel Aviv-desc-Email not valid: must be a well-formed email address]","tests","2026-09-04","passed","2026-09-04","","test_add_contact","",""
"Тест успешной авторизации через API и получения токена","144","test_api_login_success","api_tests","2026-09-04","passed","2026-09-04","","test_api_login","",""
"","5527","test_add_contact_negative[Ivan-Ivanov-0501234567--Tel Aviv-desc-Email not valid: must be a well-formed email address]","tests","2026-09-04","skipped","2026-09-04","","test_add_contact","",""
"","5543","test_add_contact_negative[Ivan--0501234567-test@mail.com-Tel Aviv-desc-Last Name cannot be empty!]","tests","2026-09-04","skipped","2026-09-04","","test_add_contact","",""
"Негативный тест: Авторизация с неверным форматом пароля","985","test_login_with_wrong_password","tests","2026-09-04","passed","2026-09-04","","test_login","",""
"Негативный тест: Авторизация несуществующего пользователя","989","test_login_unregistered_user","tests","2026-09-04","passed","2026-09-04","","test_login","",""
"Проверка безопасности: Неавторизованный пользователь не может открыть страницу /contacts.","199","test_logout_security_redirect","tests","2026-09-04","passed","2026-09-04","TestLogout","test_logout","",""
"","5525","test_add_contact_negative[Ivan-Ivanov-0501234567-test@mail.com--desc-Address cannot be empty!]","tests","2026-09-04","skipped","2026-09-04","","test_add_contact","",""
"Проверка последовательного удаления нескольких конкретных контактов","3410","test_delete_multiple_contacts","tests","2026-09-04","passed","2026-09-04","","test_delete_contact","",""
"","1330","test_edit_contact_clear_required_fields[email]","tests","2026-09-04","skipped","2026-09-04","","test_edit_contact","",""
"","2275","test_delete_contact","tests","2026-09-04","passed","2026-09-04","","test_delete_contact","",""
"","2537","test_edit_contact_positive","tests","2026-09-04","passed","2026-09-04","","test_edit_contact","",""
"","5524","test_add_contact_negative[-Ivanov-0501234567-test@mail.com-Tel Aviv-desc-Name cannot be empty!]","tests","2026-09-04","skipped","2026-09-04","","test_add_contact","",""
"","1371","test_edit_contact_clear_required_fields[name]","tests","2026-09-04","skipped","2026-09-04","","test_edit_contact","",""
"","1013","test_add_contact_negative[Ivan-Ivanov--test@mail.com-Tel Aviv-desc-Phone not valid: Phone number must contain only digits! And length min 10, max 15!]","tests","2026-09-04","passed","2026-09-04","","test_add_contact","",""
"Негативный тест: Регистрация с невалидным email + ВАЛИДНЫМ паролем","973","test_registration_invalid_email_format","tests","2026-09-04","passed","2026-09-04","","test_login","",""
"Позитивный тест: Успешная авторизация с валидными данными","994","test_login_success","tests","2026-09-04","passed","2026-09-04","","test_login","",""
"Негативный тест: Авторизация с неверным форматом email","977","test_login_with_wrong_email","tests","2026-09-04","passed","2026-09-04","","test_login","",""
"Негативный тест: Регистрация с уже существующим email в базе","957","test_registration_existing_user_alert","tests","2026-09-04","passed","2026-09-04","","test_login","",""
"","1325","test_edit_contact_clear_required_fields[phone]","tests","2026-09-04","skipped","2026-09-04","","test_edit_contact","",""
"Тест получения списка контактов (Read)","173","test_api_get_all_contacts","api_tests","2026-09-04","passed","2026-09-04","","test_api_contacts","",""
"","1014","test_add_contact_negative[Ivan-Ivanov-050123-test@mail.com-Tel Aviv-desc-Phone not valid: Phone number must contain only digits! And length min 10, max 15!]","tests","2026-09-04","passed","2026-09-04","","test_add_contact","",""
"","1021","test_add_contact_negative[Ivan-Ivanov-abcdefghij-test@mail.com-Tel Aviv-desc-Phone not valid: Phone number must contain only digits! And length min 10, max 15!]","tests","2026-09-04","passed","2026-09-04","","test_add_contact","",""
"","1340","test_edit_contact_clear_required_fields[last_name]","tests","2026-09-04","skipped","2026-09-04","","test_edit_contact","",""
"","74","test_api_add_contact","api_tests","2026-09-04","passed","2026-09-04","","test_api_add_contact","",""
"Проверка: Авторизованный пользователь может успешно выйти из системы.","79","test_logout_success","tests","2026-09-04","passed","2026-09-04","TestLogout","test_logout","",""
"","1096","test_contact_is_visible_in_list","tests","2026-09-04","passed","2026-09-04","","test_contacts_page","",""
"","6165","test_add_contact_duplicate_phone","tests","2026-09-04","skipped","2026-09-04","","test_add_contact","",""
"","2193","test_duplicate_contact_cards_count","tests","2026-09-04","skipped","2026-09-04","","test_contacts_page","",""
"","1158","test_open_contact_details","tests","2026-09-04","passed","2026-09-04","","test_contacts_page","",""
"Тест массового удаления контактов (Пылесос)","0","test_api_clear_all_contacts","api_tests","2026-09-04","skipped","2026-09-04","","test_api_delete","",""
"Тест обновления существующего контакта (Update)","329","test_api_update_contact","api_tests","2026-09-04","passed","2026-09-04","","test_api_contacts","",""
