"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7331","test_add_contact_duplicate_phone","tests","2026-09-21","skipped","2026-09-21","","test_add_contact","",""
"","6793","test_edit_contact_duplicate_phone","tests","2026-09-21","skipped","2026-09-21","","test_edit_contact","",""
"Тест массового удаления контактов (Пылесос)","0","test_api_clear_all_contacts","api_tests","2026-09-21","skipped","2026-09-21","","test_api_delete","",""
"Позитивный тест: Успешная регистрация нового пользователя","2458","test_registration_success","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"Негативные тесты: Авторизация с неверными данными","1752","test_login_negative[invalid_password-Валидный email, но невалидный пароль]","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"","6089","test_add_contact_negative[Ivan-Ivanov-0501234567--Tel Aviv-desc-Email not valid: must be a well-formed email address]","tests","2026-09-21","skipped","2026-09-21","","test_add_contact","",""
"","1645","test_add_contact_negative[Ivan-Ivanov-0501234567-not-an-email-Tel Aviv-desc-Email not valid: must be a well-formed email address]","tests","2026-09-21","passed","2026-09-21","","test_add_contact","",""
"Тест удаления конкретного контакта (Delete)","545","test_api_delete_contact","api_tests","2026-09-21","passed","2026-09-21","","test_api_delete","",""
"Негативные тесты: Регистрация с неверными данными или существующим email","1937","test_registration_negative[invalid_password-Wrong email or password format-Невалидный формат пароля]","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"","2932","test_duplicate_contact_cards_count","tests","2026-09-21","skipped","2026-09-21","","test_contacts_page","",""
"","5734","test_add_contact_negative[-Ivanov-0501234567-test@mail.com-Tel Aviv-desc-Name cannot be empty!]","tests","2026-09-21","skipped","2026-09-21","","test_add_contact","",""
"","3269","test_edit_contact_clear_required_fields[phone]","tests","2026-09-21","skipped","2026-09-21","","test_edit_contact","",""
"Негативные тесты: Авторизация с неверными данными","2684","test_login_negative[unregistered-Несуществующий пользователь]","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"","3288","test_edit_contact_clear_required_fields[address]","tests","2026-09-21","skipped","2026-09-21","","test_edit_contact","",""
"","124","test_api_add_contact","api_tests","2026-09-21","passed","2026-09-21","","test_api_add_contact","",""
"","2961","test_edit_contact_clear_required_fields[email]","tests","2026-09-21","skipped","2026-09-21","","test_edit_contact","",""
"","2135","test_add_contact_negative[Ivan-Ivanov-050123-test@mail.com-Tel Aviv-desc-Phone not valid: Phone number must contain only digits! And length min 10, max 15!]","tests","2026-09-21","passed","2026-09-21","","test_add_contact","",""
"Проверка последовательного удаления нескольких конкретных контактов","2439","test_delete_multiple_contacts","tests","2026-09-21","passed","2026-09-21","","test_delete_contact","",""
"Тест успешной авторизации через API и получения токена","183","test_api_login_success","api_tests","2026-09-21","passed","2026-09-21","","test_api_login","",""
"","5956","test_edit_contact_positive","tests","2026-09-21","passed","2026-09-21","","test_edit_contact","",""
"","1748","test_delete_contact","tests","2026-09-21","passed","2026-09-21","","test_delete_contact","",""
"Негативный тест: Попытка создать дубликат контакта","277","test_api_add_contact_duplicate","api_tests","2026-09-21","skipped","2026-09-21","","test_api_add_contact","",""
"Позитивный тест: Успешная авторизация с валидными данными","1857","test_login_success","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"","798","test_pw_login_success[chromium]","tests","2026-09-21","passed","2026-09-21","","test_playwright_login","",""
"Негативный тест: Создание контакта без обязательного поля (name)","80","test_api_add_contact_missing_required_field","api_tests","2026-09-21","passed","2026-09-21","","test_api_add_contact","",""
"","3051","test_edit_contact_clear_required_fields[name]","tests","2026-09-21","skipped","2026-09-21","","test_edit_contact","",""
"","1971","test_contact_is_visible_in_list","tests","2026-09-21","passed","2026-09-21","","test_contacts_page","",""
"Проверка: Авторизованный пользователь может успешно выйти из системы.","126","test_logout_success","tests","2026-09-21","passed","2026-09-21","TestLogout","test_logout","",""
"Негативные тесты: Регистрация с неверными данными или существующим email","2125","test_registration_negative[invalid_email-Wrong email or password format-Невалидный формат email]","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"Скрипт-утилита: Полное очищение списка контактов через UI","0","test_delete_all_contacts","tests","2026-09-21","skipped","2026-09-21","","test_delete_contact","",""
"Тест обновления существующего контакта (Update)","623","test_api_update_contact","api_tests","2026-09-21","passed","2026-09-21","","test_api_contacts","",""
"","1594","test_add_contact_negative[Ivan-Ivanov--test@mail.com-Tel Aviv-desc-Phone not valid: Phone number must contain only digits! And length min 10, max 15!]","tests","2026-09-21","passed","2026-09-21","","test_add_contact","",""
"","6167","test_add_contact_negative[Ivan--0501234567-test@mail.com-Tel Aviv-desc-Last Name cannot be empty!]","tests","2026-09-21","skipped","2026-09-21","","test_add_contact","",""
"","2069","test_open_contact_details","tests","2026-09-21","passed","2026-09-21","","test_contacts_page","",""
"","1685","test_add_contact_success_all_fields","tests","2026-09-21","passed","2026-09-21","","test_add_contact","",""
"Негативные тесты: Авторизация с неверными данными","1971","test_login_negative[invalid_email-Невалидный формат email]","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"","1167","test_add_contact_negative[Ivan-Ivanov-abcdefghij-test@mail.com-Tel Aviv-desc-Phone not valid: Phone number must contain only digits! And length min 10, max 15!]","tests","2026-09-21","passed","2026-09-21","","test_add_contact","",""
"Тест получения списка контактов (Read)","294","test_api_get_all_contacts","api_tests","2026-09-21","passed","2026-09-21","","test_api_contacts","",""
"Проверка безопасности: Неавторизованный пользователь не может открыть страницу /contacts.","540","test_logout_security_redirect","tests","2026-09-21","passed","2026-09-21","TestLogout","test_logout","",""
"","6070","test_add_contact_negative[Ivan-Ivanov-0501234567-test@mail.com--desc-Address cannot be empty!]","tests","2026-09-21","skipped","2026-09-21","","test_add_contact","",""
"Негативные тесты: Регистрация с неверными данными или существующим email","2634","test_registration_negative[existing_user-User already exist-Регистрация уже существующего пользователя]","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"","2873","test_edit_contact_clear_required_fields[last_name]","tests","2026-09-21","skipped","2026-09-21","","test_edit_contact","",""
