"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Негативный тест: Регистрация с уже существующим email в базе","1021","test_registration_existing_user_alert","tests","2026-08-30","passed","2026-08-30","","test_login","",""
"","1052","test_add_contact_negative[Ivan-Ivanov-050123-test@mail.com-Tel Aviv-desc-Phone not valid: Phone number must contain only digits! And length min 10, max 15!]","tests","2026-08-30","passed","2026-08-30","","test_add_contact","",""
"","1037","test_add_contact_negative[Ivan-Ivanov--test@mail.com-Tel Aviv-desc-Phone not valid: Phone number must contain only digits! And length min 10, max 15!]","tests","2026-08-30","passed","2026-08-30","","test_add_contact","",""
"","5596","test_add_contact_negative[-Ivanov-0501234567-test@mail.com-Tel Aviv-desc-Name cannot be empty!]","tests","2026-08-30","skipped","2026-08-30","","test_add_contact","",""
"Негативный тест: Регистрация с ВАЛИДНЫМ (уникальным) email + невалидным паролем","1022","test_registration_invalid_password_format","tests","2026-08-30","passed","2026-08-30","","test_login","",""
"","1431","test_edit_contact_clear_required_fields[email]","tests","2026-08-30","skipped","2026-08-30","","test_edit_contact","",""
"","5551","test_add_contact_negative[Ivan-Ivanov-0501234567--Tel Aviv-desc-Email not valid: must be a well-formed email address]","tests","2026-08-30","skipped","2026-08-30","","test_add_contact","",""
"","6326","test_add_contact_duplicate_phone","tests","2026-08-30","skipped","2026-08-30","","test_add_contact","",""
"Негативный тест: Авторизация с неверным форматом пароля","986","test_login_with_wrong_password","tests","2026-08-30","passed","2026-08-30","","test_login","",""
"","2357","test_duplicate_contact_cards_count","tests","2026-08-30","skipped","2026-08-30","","test_contacts_page","",""
"","3071","test_edit_contact_duplicate_phone","tests","2026-08-30","skipped","2026-08-30","","test_edit_contact","",""
"","1124","test_contact_is_visible_in_list","tests","2026-08-30","passed","2026-08-30","","test_contacts_page","",""
"","1047","test_add_contact_negative[Ivan-Ivanov-0501234567-not-an-email-Tel Aviv-desc-Email not valid: must be a well-formed email address]","tests","2026-08-30","passed","2026-08-30","","test_add_contact","",""
"Негативный тест: Регистрация с невалидным email + ВАЛИДНЫМ паролем","1006","test_registration_invalid_email_format","tests","2026-08-30","passed","2026-08-30","","test_login","",""
"","1241","test_open_contact_details","tests","2026-08-30","passed","2026-08-30","","test_contacts_page","",""
"","1406","test_edit_contact_clear_required_fields[last_name]","tests","2026-08-30","skipped","2026-08-30","","test_edit_contact","",""
"","1428","test_edit_contact_clear_required_fields[address]","tests","2026-08-30","skipped","2026-08-30","","test_edit_contact","",""
"","1056","test_add_contact_negative[Ivan-Ivanov-abcdefghij-test@mail.com-Tel Aviv-desc-Phone not valid: Phone number must contain only digits! And length min 10, max 15!]","tests","2026-08-30","passed","2026-08-30","","test_add_contact","",""
"","5553","test_add_contact_negative[Ivan--0501234567-test@mail.com-Tel Aviv-desc-Last Name cannot be empty!]","tests","2026-08-30","skipped","2026-08-30","","test_add_contact","",""
"Негативный тест: Авторизация несуществующего пользователя","1025","test_login_unregistered_user","tests","2026-08-30","passed","2026-08-30","","test_login","",""
"","2324","test_delete_contact","tests","2026-08-30","passed","2026-08-30","","test_delete_contact","",""
"","1412","test_edit_contact_clear_required_fields[phone]","tests","2026-08-30","skipped","2026-08-30","","test_edit_contact","",""
"Позитивный тест: Успешная авторизация с валидными данными","1015","test_login_success","tests","2026-08-30","passed","2026-08-30","","test_login","",""
"","0","test_add_contact_success_all_fields","tests","2026-08-30","broken","2026-08-30","","test_add_contact","",""
"Позитивный тест: Успешная регистрация нового пользователя","1030","test_registration_success","tests","2026-08-30","passed","2026-08-30","","test_login","",""
"Проверка: Авторизованный пользователь может успешно выйти из системы.","86","test_logout_success","tests","2026-08-30","passed","2026-08-30","TestLogout","test_logout","",""
"Негативный тест: Авторизация с неверным форматом email","977","test_login_with_wrong_email","tests","2026-08-30","passed","2026-08-30","","test_login","",""
"","5557","test_add_contact_negative[Ivan-Ivanov-0501234567-test@mail.com--desc-Address cannot be empty!]","tests","2026-08-30","skipped","2026-08-30","","test_add_contact","",""
"","1424","test_edit_contact_clear_required_fields[name]","tests","2026-08-30","skipped","2026-08-30","","test_edit_contact","",""
"","2610","test_edit_contact_positive","tests","2026-08-30","passed","2026-08-30","","test_edit_contact","",""
"Проверка безопасности: Неавторизованный пользователь не может открыть страницу /contacts.","221","test_logout_security_redirect","tests","2026-08-30","passed","2026-08-30","TestLogout","test_logout","",""
